# c1: attack probabilities of the compromised routers
#
# c2: total injection rate              attackers: [6, 8, 20, 33, 35, 46, 52, 59]
# c3: information rate
# c4: residual error probability
# c5: average end-to-end latency
#
# Parameters: IDA-UC-DM, 3 enc units, 9 auth units, router queue size 6, ARQ limit 1, ARQ timeout 12
# gnuplot index 0
#
0.0         0.20644625      0.4902259668073409  3.118451252370023e-06   30.678031378
0.02        0.21521625      0.4692460490320782  0.01944812582831137     31.5685323201
0.04        0.2229109375    0.45262331508520076 0.04188055844915554     32.1316527525
0.06        0.230684375     0.43751744130914805 0.06738849638616014     32.784856269
0.08        0.2379184375    0.42510760646702717 0.09325512647223168     33.1758545545
0.1         0.2443875       0.4137269193391642  0.1203015028324412      33.7012996229
0.12        0.249978125     0.4041828660007751  0.14774864856419712     34.0835025995
0.14        0.2551209375    0.39628876990936895 0.1737570828715483      34.2575512548
0.16        0.2587621875    0.38952513106266734 0.19856895137815114     34.469872601
0.18        0.2623353125    0.38342269495266673 0.22245333333333334     34.6604140524
0.2         0.267629375     0.3775557148762164  0.2472640795995025      34.9198968768
0.3         0.2816034375    0.35986332730757237 0.35552587417377307     35.4655455608
0.4         0.2879575       0.351344165371626   0.4432839825057243      34.6887740808
0.5         0.2894796875    0.3484387397647719  0.5171973565635326      33.8910665215


#
# Parameters: IDA-G2C3-DM, rest as above
# gnuplot index 1
#
0.0         0.2029921875    0.3302436208290036  0.0                     34.7983584634
0.02        0.2050753125    0.327455919395466   0.017168431147633466    35.1780363908
0.04        0.20840125      0.32406235567205094 0.037671472973288773    35.5790232886
0.06        0.2095221875    0.32016149840932717 0.05960065491089071     36.00543326
0.08        0.2130925       0.3155642502669029  0.08278141032561502     36.5964115922
0.1         0.216599375     0.31140873559769044 0.10882679158925304     36.9428803991
0.12        0.2208484375    0.3063158416051732  0.13568676115211287     37.5770042479
0.14        0.222515        0.3021832797788913  0.16527346885135102     37.8803515401
0.16        0.224228125     0.29907181581257924 0.18661721584999083     38.0830358124
0.18        0.2266625       0.2952531296531186  0.21605718273202196     38.3299612674
0.2         0.22956625      0.29199904167097734 0.2423914373664442      38.6959368787
0.3         0.239625        0.27930099113197704 0.37528828603634407     39.2752440415
0.4         0.2469975       0.2725521007297645  0.48689207054653877     38.9185739477
0.5         0.248791875     0.2696568668088538  0.5690241710465024      37.9911347905


#
# Parameters: IDA-G2C4-DM, rest as above
# gnuplot index 2
#
0.0         0.2047484375    0.2470882714306428  2.4956170725163932e-05  36.0171640348
0.02        0.20561625      0.24593751709799203 0.01623528677136345     36.1365514615
0.04        0.207041875     0.2447014040034172  0.03373767061871077     36.4124660059
0.06        0.20847875      0.2431168044704796  0.05323804602924606     36.7201762172
0.08        0.208993125     0.24170502020102336 0.07380604197132751     36.7582251491
0.1         0.2113371875    0.23996752819472436 0.09267740249396421     37.1984445938
0.12        0.211845625     0.23779993096387994 0.11665174182316879     37.4419435563
0.14        0.2147640625    0.23564085588109043 0.13951123339634766     37.7861151392
0.16        0.214855625     0.2343390474417414  0.16518319188573793     37.6935283908
0.18        0.21740375      0.2323427608769398  0.1870903649461734      37.9319790634
0.2         0.21953625      0.23022678487038017 0.21274829269510717     38.2145694734
0.3         0.22751875      0.2219006675274016  0.33432056184549247     38.99918339
0.4         0.23304375      0.21639847668088075 0.4443075036598641      38.756572059
